question_id,config,grader,dim,score
question_21,gpt-5.5/live,dima,usefulness,5
question_21,qwen3.6-27b/rag,dima,correctness,1
question_21,qwen3.6-27b/rag,dima,usefulness,1
question_10,qwen3.6-27b/rag,dima,correctness,5
question_10,qwen3.6-27b/rag,dima,usefulness,3
question_10,qwen3.6-27b/no-tools,dima,correctness,5
question_10,qwen3.6-27b/no-tools,dima,usefulness,5
question_10,gpt-5.5/live,dima,correctness,5
question_10,gpt-5.5/live,dima,usefulness,5
question_10,qwen3.6-35b/live,dima,correctness,5
question_10,qwen3.6-35b/live,dima,usefulness,5
question_10,qwen3.6-27b/live,dima,correctness,5
question_10,qwen3.6-27b/live,dima,usefulness,4
question_24,qwen3.6-35b/live,dima,correctness,5
question_24,qwen3.6-35b/live,dima,usefulness,5
question_24,qwen3.6-27b/no-tools,dima,correctness,5
question_24,qwen3.6-27b/no-tools,dima,usefulness,5
question_24,qwen3.6-27b/rag,dima,correctness,1
question_24,qwen3.6-27b/rag,dima,usefulness,1
question_24,gpt-5.5/live,dima,correctness,5
question_24,gpt-5.5/live,dima,usefulness,5
question_24,qwen3.6-27b/live,dima,correctness,5
question_24,qwen3.6-27b/live,dima,usefulness,5
question_45,gpt-5.5/live,dima,correctness,5
question_45,gpt-5.5/live,dima,usefulness,5
question_45,qwen3.6-35b/live,dima,correctness,5
question_45,qwen3.6-35b/live,dima,usefulness,5
question_45,qwen3.6-27b/rag,dima,correctness,5
question_45,qwen3.6-27b/rag,dima,usefulness,5
question_45,qwen3.6-27b/no-tools,dima,correctness,5
question_45,qwen3.6-27b/no-tools,dima,usefulness,5
question_45,qwen3.6-27b/live,dima,correctness,5
question_45,qwen3.6-27b/live,dima,usefulness,5
question_2,qwen3.6-27b/live,dima,correctness,4
question_2,qwen3.6-27b/live,dima,usefulness,4
question_2,qwen3.6-35b/live,dima,correctness,5
question_2,qwen3.6-35b/live,dima,usefulness,5
question_2,qwen3.6-27b/no-tools,dima,correctness,5
question_2,qwen3.6-27b/no-tools,dima,usefulness,5
question_2,gpt-5.5/live,dima,correctness,5
question_2,gpt-5.5/live,dima,usefulness,5
question_2,qwen3.6-27b/rag,dima,correctness,2
question_2,qwen3.6-27b/rag,dima,usefulness,1
question_15,qwen3.6-27b/live,dima,correctness,5
question_15,qwen3.6-27b/live,dima,usefulness,5
question_15,gpt-5.5/live,dima,correctness,5
question_15,gpt-5.5/live,dima,usefulness,5
question_15,qwen3.6-27b/no-tools,dima,correctness,5
question_15,qwen3.6-27b/no-tools,dima,usefulness,5
question_15,qwen3.6-35b/live,dima,correctness,5
question_15,qwen3.6-35b/live,dima,usefulness,5
question_15,qwen3.6-27b/rag,dima,correctness,5
question_15,qwen3.6-27b/rag,dima,usefulness,5
question_16,qwen3.6-27b/no-tools,dima,correctness,4
question_16,qwen3.6-27b/no-tools,dima,usefulness,5
question_16,qwen3.6-27b/rag,dima,correctness,1
question_16,qwen3.6-27b/rag,dima,usefulness,1
question_16,qwen3.6-35b/live,dima,correctness,3
question_16,qwen3.6-35b/live,dima,usefulness,4
question_16,qwen3.6-27b/live,dima,correctness,4
question_16,qwen3.6-27b/live,dima,usefulness,5
question_16,gpt-5.5/live,dima,correctness,5
question_16,gpt-5.5/live,dima,usefulness,4
question_20,qwen3.6-27b/live,dima,correctness,5
question_20,qwen3.6-27b/live,dima,usefulness,4
question_20,gpt-5.5/live,dima,correctness,5
question_20,gpt-5.5/live,dima,usefulness,4
question_20,qwen3.6-35b/live,dima,correctness,5
question_20,qwen3.6-35b/live,dima,usefulness,5
question_20,qwen3.6-27b/no-tools,dima,correctness,1
question_20,qwen3.6-27b/no-tools,dima,usefulness,1
question_20,qwen3.6-27b/rag,dima,correctness,1
question_20,qwen3.6-27b/rag,dima,usefulness,1
question_30,qwen3.6-35b/live,dima,correctness,5
question_30,qwen3.6-35b/live,dima,usefulness,5
question_30,qwen3.6-27b/rag,dima,correctness,5
question_30,qwen3.6-27b/rag,dima,usefulness,5
question_30,gpt-5.5/live,dima,correctness,5
question_30,gpt-5.5/live,dima,usefulness,5
question_30,qwen3.6-27b/live,dima,correctness,5
question_30,qwen3.6-27b/live,dima,usefulness,5
question_30,qwen3.6-27b/no-tools,dima,correctness,5
question_30,qwen3.6-27b/no-tools,dima,usefulness,5
question_47,qwen3.6-27b/no-tools,dima,correctness,4
question_47,qwen3.6-27b/no-tools,dima,usefulness,4
question_47,qwen3.6-27b/rag,dima,correctness,2
question_47,qwen3.6-27b/rag,dima,usefulness,2
question_47,gpt-5.5/live,dima,correctness,5
question_47,gpt-5.5/live,dima,usefulness,5
question_47,qwen3.6-35b/live,dima,correctness,4
question_47,qwen3.6-35b/live,dima,usefulness,4
question_47,qwen3.6-27b/live,dima,correctness,1
question_47,qwen3.6-27b/live,dima,usefulness,1
question_28,qwen3.6-35b/live,dima,correctness,5
question_28,qwen3.6-35b/live,dima,usefulness,5
question_28,qwen3.6-27b/rag,dima,correctness,1
question_28,qwen3.6-27b/rag,dima,usefulness,1
question_28,qwen3.6-27b/no-tools,dima,correctness,5
question_28,qwen3.6-27b/no-tools,dima,usefulness,5
question_28,gpt-5.5/live,dima,correctness,5
question_28,gpt-5.5/live,dima,usefulness,5
question_28,qwen3.6-27b/live,dima,correctness,5
question_28,qwen3.6-27b/live,dima,usefulness,5
question_19,gpt-5.5/live,dima,correctness,3
question_19,gpt-5.5/live,dima,usefulness,3
question_19,qwen3.6-27b/no-tools,dima,correctness,5
question_19,qwen3.6-27b/no-tools,dima,usefulness,4
question_19,qwen3.6-27b/live,dima,correctness,5
question_19,qwen3.6-27b/live,dima,usefulness,4
question_19,qwen3.6-27b/rag,dima,correctness,1
question_19,qwen3.6-27b/rag,dima,usefulness,1
question_19,qwen3.6-35b/live,dima,correctness,4
question_19,qwen3.6-35b/live,dima,usefulness,3
question_41,qwen3.6-27b/no-tools,dima,correctness,5
question_41,qwen3.6-27b/no-tools,dima,usefulness,5
question_41,qwen3.6-27b/rag,dima,correctness,1
question_41,qwen3.6-27b/rag,dima,usefulness,1
question_41,gpt-5.5/live,dima,correctness,5
question_41,gpt-5.5/live,dima,usefulness,4
question_41,qwen3.6-35b/live,dima,correctness,5
question_41,qwen3.6-35b/live,dima,usefulness,5
question_41,qwen3.6-27b/live,dima,correctness,5
question_41,qwen3.6-27b/live,dima,usefulness,4
question_50,qwen3.6-27b/live,dima,correctness,5
question_50,qwen3.6-27b/live,dima,usefulness,5
question_50,qwen3.6-27b/no-tools,dima,correctness,5
question_50,qwen3.6-27b/no-tools,dima,usefulness,5
question_50,qwen3.6-35b/live,dima,correctness,5
question_50,qwen3.6-35b/live,dima,usefulness,5
question_50,gpt-5.5/live,dima,correctness,5
question_50,gpt-5.5/live,dima,usefulness,5
question_50,qwen3.6-27b/rag,dima,correctness,1
question_50,qwen3.6-27b/rag,dima,usefulness,1
question_34,qwen3.6-27b/rag,dima,correctness,5
question_34,qwen3.6-27b/rag,dima,usefulness,5
question_34,gpt-5.5/live,dima,correctness,5
question_34,gpt-5.5/live,dima,usefulness,5
question_34,qwen3.6-27b/live,dima,correctness,5
question_34,qwen3.6-27b/live,dima,usefulness,5
question_34,qwen3.6-35b/live,dima,correctness,5
question_34,qwen3.6-35b/live,dima,usefulness,5
question_34,qwen3.6-27b/no-tools,dima,correctness,5
question_34,qwen3.6-27b/no-tools,dima,usefulness,5
question_22,qwen3.6-27b/rag,dima,correctness,1
question_22,qwen3.6-27b/rag,dima,usefulness,1
question_22,qwen3.6-27b/live,dima,correctness,3
question_22,qwen3.6-27b/live,dima,usefulness,3
question_22,gpt-5.5/live,dima,correctness,5
question_22,gpt-5.5/live,dima,usefulness,5
question_22,qwen3.6-27b/no-tools,dima,correctness,2
question_22,qwen3.6-27b/no-tools,dima,usefulness,2
question_22,qwen3.6-35b/live,dima,correctness,3
question_22,qwen3.6-35b/live,dima,usefulness,3
question_18,gpt-5.5/live,dima,correctness,5
question_18,gpt-5.5/live,dima,usefulness,5
question_18,qwen3.6-35b/live,dima,correctness,5
question_18,qwen3.6-35b/live,dima,usefulness,5
question_18,qwen3.6-27b/no-tools,dima,correctness,5
question_18,qwen3.6-27b/no-tools,dima,usefulness,5
question_18,qwen3.6-27b/live,dima,correctness,5
question_18,qwen3.6-27b/live,dima,usefulness,5
question_18,qwen3.6-27b/rag,dima,correctness,1
question_18,qwen3.6-27b/rag,dima,usefulness,1
question_27,qwen3.6-27b/live,dima,correctness,5
question_27,qwen3.6-27b/live,dima,usefulness,5
question_27,gpt-5.5/live,dima,correctness,5
question_27,gpt-5.5/live,dima,usefulness,5
question_27,qwen3.6-27b/rag,dima,correctness,5
question_27,qwen3.6-27b/rag,dima,usefulness,5
question_27,qwen3.6-35b/live,dima,correctness,5
question_27,qwen3.6-35b/live,dima,usefulness,5
question_27,qwen3.6-27b/no-tools,dima,correctness,5
question_27,qwen3.6-27b/no-tools,dima,usefulness,5
question_36,qwen3.6-35b/live,hasan,correctness,5
question_36,qwen3.6-35b/live,hasan,usefulness,4
question_36,qwen3.6-27b/live,hasan,correctness,5
question_36,qwen3.6-27b/live,hasan,usefulness,4
question_36,gpt-5.5/live,hasan,correctness,5
question_36,gpt-5.5/live,hasan,usefulness,5
question_36,qwen3.6-27b/rag,hasan,correctness,5
question_36,qwen3.6-27b/rag,hasan,usefulness,4
question_36,qwen3.6-27b/no-tools,hasan,correctness,5
question_36,qwen3.6-27b/no-tools,hasan,usefulness,5
question_27,qwen3.6-27b/live,hasan,correctness,4
question_27,qwen3.6-27b/live,hasan,usefulness,4
question_27,gpt-5.5/live,hasan,correctness,5
question_27,gpt-5.5/live,hasan,usefulness,5
question_27,qwen3.6-27b/rag,hasan,correctness,3
question_27,qwen3.6-27b/rag,hasan,usefulness,3
question_27,qwen3.6-35b/live,hasan,correctness,4
question_27,qwen3.6-35b/live,hasan,usefulness,4
question_27,qwen3.6-27b/no-tools,hasan,correctness,4
question_27,qwen3.6-27b/no-tools,hasan,usefulness,4
question_44,qwen3.6-35b/live,hasan,correctness,4
question_44,qwen3.6-35b/live,hasan,usefulness,4
question_44,qwen3.6-27b/no-tools,hasan,correctness,4
question_44,qwen3.6-27b/no-tools,hasan,usefulness,4
question_44,qwen3.6-27b/live,hasan,correctness,4
question_44,qwen3.6-27b/live,hasan,usefulness,3
question_44,qwen3.6-27b/rag,hasan,correctness,1
question_44,qwen3.6-27b/rag,hasan,usefulness,1
question_44,gpt-5.5/live,hasan,correctness,5
question_44,gpt-5.5/live,hasan,usefulness,5
question_31,qwen3.6-27b/rag,hasan,correctness,1
question_31,qwen3.6-27b/rag,hasan,usefulness,1
question_31,gpt-5.5/live,hasan,correctness,3
question_31,gpt-5.5/live,hasan,usefulness,3
question_31,qwen3.6-27b/live,hasan,correctness,5
question_31,qwen3.6-27b/live,hasan,usefulness,5
question_31,qwen3.6-27b/no-tools,hasan,correctness,5
question_31,qwen3.6-27b/no-tools,hasan,usefulness,5
question_31,qwen3.6-35b/live,hasan,correctness,5
question_31,qwen3.6-35b/live,hasan,usefulness,5
question_43,qwen3.6-35b/live,hasan,correctness,4
question_43,qwen3.6-35b/live,hasan,usefulness,4
question_43,qwen3.6-27b/live,hasan,correctness,4
question_43,qwen3.6-27b/live,hasan,usefulness,4
question_43,qwen3.6-27b/no-tools,hasan,correctness,4
question_43,qwen3.6-27b/no-tools,hasan,usefulness,4
question_43,gpt-5.5/live,hasan,correctness,4
question_43,gpt-5.5/live,hasan,usefulness,4
question_43,qwen3.6-27b/rag,hasan,correctness,4
question_43,qwen3.6-27b/rag,hasan,usefulness,4
question_16,qwen3.6-27b/no-tools,hasan,correctness,5
question_16,qwen3.6-27b/no-tools,hasan,usefulness,4
question_16,qwen3.6-27b/rag,hasan,correctness,2
question_16,qwen3.6-27b/rag,hasan,usefulness,2
question_16,qwen3.6-35b/live,hasan,correctness,3
question_16,qwen3.6-35b/live,hasan,usefulness,3
question_16,qwen3.6-27b/live,hasan,correctness,5
question_16,qwen3.6-27b/live,hasan,usefulness,4
question_16,gpt-5.5/live,hasan,correctness,5
question_16,gpt-5.5/live,hasan,usefulness,5
question_17,gpt-5.5/live,dima,correctness,4
question_17,gpt-5.5/live,dima,usefulness,5
question_17,qwen3.6-27b/live,dima,correctness,5
question_17,qwen3.6-27b/live,dima,usefulness,5
question_17,qwen3.6-35b/live,dima,correctness,4
question_17,qwen3.6-35b/live,dima,usefulness,5
question_17,qwen3.6-27b/no-tools,dima,correctness,4
question_17,qwen3.6-27b/no-tools,dima,usefulness,5
question_17,qwen3.6-27b/rag,dima,correctness,4
question_17,qwen3.6-27b/rag,dima,usefulness,4
question_52,qwen3.6-27b/rag,dima,correctness,5
question_52,qwen3.6-27b/rag,dima,usefulness,5
question_52,gpt-5.5/live,dima,correctness,5
question_52,gpt-5.5/live,dima,usefulness,5
question_52,qwen3.6-27b/live,dima,correctness,5
question_52,qwen3.6-27b/live,dima,usefulness,5
question_52,qwen3.6-27b/no-tools,dima,correctness,5
question_52,qwen3.6-27b/no-tools,dima,usefulness,5
question_52,qwen3.6-35b/live,dima,correctness,5
question_52,qwen3.6-35b/live,dima,usefulness,5
question_23,qwen3.6-27b/rag,dima,correctness,5
question_23,qwen3.6-27b/rag,dima,usefulness,5
question_23,gpt-5.5/live,dima,correctness,5
question_23,gpt-5.5/live,dima,usefulness,5
question_23,qwen3.6-27b/live,dima,correctness,5
question_23,qwen3.6-27b/live,dima,usefulness,5
question_23,qwen3.6-27b/no-tools,dima,correctness,5
question_23,qwen3.6-27b/no-tools,dima,usefulness,5
question_23,qwen3.6-35b/live,dima,correctness,5
question_23,qwen3.6-35b/live,dima,usefulness,5
question_40,qwen3.6-35b/live,dima,correctness,5
question_40,qwen3.6-35b/live,dima,usefulness,5
question_40,qwen3.6-27b/rag,dima,correctness,5
question_40,qwen3.6-27b/rag,dima,usefulness,5
question_40,qwen3.6-27b/live,dima,correctness,5
question_40,qwen3.6-27b/live,dima,usefulness,5
question_40,gpt-5.5/live,dima,correctness,5
question_40,gpt-5.5/live,dima,usefulness,5
question_40,qwen3.6-27b/no-tools,dima,correctness,5
question_40,qwen3.6-27b/no-tools,dima,usefulness,5
question_30,qwen3.6-35b/live,hasan,correctness,5
question_30,qwen3.6-35b/live,hasan,usefulness,4
question_30,qwen3.6-27b/rag,hasan,correctness,5
question_30,qwen3.6-27b/rag,hasan,usefulness,5
question_30,gpt-5.5/live,hasan,correctness,5
question_30,gpt-5.5/live,hasan,usefulness,4
question_30,qwen3.6-27b/live,hasan,correctness,5
question_30,qwen3.6-27b/live,hasan,usefulness,4
question_30,qwen3.6-27b/no-tools,hasan,correctness,5
question_30,qwen3.6-27b/no-tools,hasan,usefulness,4
question_51,qwen3.6-27b/rag,dima,correctness,1
question_51,qwen3.6-27b/rag,dima,usefulness,1
question_51,qwen3.6-35b/live,dima,correctness,3
question_51,qwen3.6-35b/live,dima,usefulness,3
question_51,qwen3.6-27b/live,dima,correctness,3
question_51,qwen3.6-27b/live,dima,usefulness,3
question_51,qwen3.6-27b/no-tools,dima,correctness,3
question_51,qwen3.6-27b/no-tools,dima,usefulness,3
question_51,gpt-5.5/live,dima,correctness,4
question_51,gpt-5.5/live,dima,usefulness,4
question_25,qwen3.6-27b/no-tools,dima,correctness,5
question_25,qwen3.6-27b/no-tools,dima,usefulness,4
question_25,qwen3.6-27b/live,dima,correctness,5
question_25,qwen3.6-27b/live,dima,usefulness,4
question_25,qwen3.6-35b/live,dima,correctness,5
question_25,qwen3.6-35b/live,dima,usefulness,4
question_25,qwen3.6-27b/rag,dima,correctness,5
question_25,qwen3.6-27b/rag,dima,usefulness,3
question_25,gpt-5.5/live,dima,correctness,5
question_25,gpt-5.5/live,dima,usefulness,5
question_46,qwen3.6-27b/rag,dima,correctness,1
question_46,qwen3.6-27b/rag,dima,usefulness,1
question_46,gpt-5.5/live,dima,correctness,5
question_46,gpt-5.5/live,dima,usefulness,5
question_46,qwen3.6-27b/no-tools,dima,correctness,5
question_46,qwen3.6-27b/no-tools,dima,usefulness,5
question_46,qwen3.6-35b/live,dima,correctness,5
question_46,qwen3.6-35b/live,dima,usefulness,5
question_46,qwen3.6-27b/live,dima,correctness,5
question_46,qwen3.6-27b/live,dima,usefulness,5
question_47,qwen3.6-27b/no-tools,hasan,correctness,3
question_47,qwen3.6-27b/no-tools,hasan,usefulness,3
question_47,qwen3.6-27b/rag,hasan,correctness,5
question_47,qwen3.6-27b/rag,hasan,usefulness,2
question_47,gpt-5.5/live,hasan,correctness,5
question_47,gpt-5.5/live,hasan,usefulness,5
question_47,qwen3.6-35b/live,hasan,correctness,4
question_47,qwen3.6-35b/live,hasan,usefulness,4
question_47,qwen3.6-27b/live,hasan,correctness,1
question_47,qwen3.6-27b/live,hasan,usefulness,1
question_25,qwen3.6-27b/no-tools,hasan,correctness,5
question_25,qwen3.6-27b/no-tools,hasan,usefulness,4
question_25,qwen3.6-27b/live,hasan,correctness,5
question_25,qwen3.6-27b/live,hasan,usefulness,5
question_25,qwen3.6-35b/live,hasan,correctness,4
question_25,qwen3.6-35b/live,hasan,usefulness,4
