question_id,config,judge,dim,score
question_8,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_8,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_9,bare-llm_gemma4-26b,glm-5.1,relevance,4
question_9,bare-llm_gemma4-26b,glm-5.1,completeness,1
question_9,bare-llm_gemma4-26b,glm-5.1,specificity,3
question_9,bare-llm_gemma4-26b,glm-5.1,helpfulness,3
question_28,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_28,bare-llm_gemma4-26b,glm-5.1,completeness,1
question_28,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_28,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_10,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_10,bare-llm_gemma4-26b,glm-5.1,completeness,2
question_10,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_10,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_49,bare-llm_gemma4-26b,glm-5.1,relevance,3
question_49,bare-llm_gemma4-26b,glm-5.1,completeness,2
question_49,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_49,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_50,bare-llm_gemma4-26b,glm-5.1,relevance,1
question_50,bare-llm_gemma4-26b,glm-5.1,completeness,1
question_50,bare-llm_gemma4-26b,glm-5.1,specificity,1
question_50,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_11,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_11,bare-llm_gemma4-26b,glm-5.1,completeness,1
question_11,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_11,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_29,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_29,bare-llm_gemma4-26b,glm-5.1,completeness,2
question_29,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_29,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_30,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_30,bare-llm_gemma4-26b,glm-5.1,completeness,2
question_30,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_30,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_31,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_31,bare-llm_gemma4-26b,glm-5.1,completeness,2
question_31,bare-llm_gemma4-26b,glm-5.1,specificity,1
question_31,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_12,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_12,bare-llm_gemma4-26b,glm-5.1,completeness,2
question_12,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_12,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_32,bare-llm_gemma4-26b,glm-5.1,relevance,1
question_32,bare-llm_gemma4-26b,glm-5.1,completeness,1
question_32,bare-llm_gemma4-26b,glm-5.1,specificity,1
question_32,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_13,bare-llm_gemma4-26b,glm-5.1,relevance,4
question_13,bare-llm_gemma4-26b,glm-5.1,completeness,3
question_13,bare-llm_gemma4-26b,glm-5.1,specificity,3
question_13,bare-llm_gemma4-26b,glm-5.1,helpfulness,3
question_43,bare-llm_gemma4-26b,glm-5.1,relevance,4
question_43,bare-llm_gemma4-26b,glm-5.1,completeness,4
question_43,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_43,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_14,bare-llm_gemma4-26b,glm-5.1,relevance,3
question_14,bare-llm_gemma4-26b,glm-5.1,completeness,2
question_14,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_14,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_33,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_33,bare-llm_gemma4-26b,glm-5.1,completeness,2
question_33,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_33,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_2,bare-llm_gemma4-26b,glm-5.1,relevance,3
question_2,bare-llm_gemma4-26b,glm-5.1,completeness,2
question_2,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_2,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_34,bare-llm_gemma4-26b,glm-5.1,relevance,5
question_34,bare-llm_gemma4-26b,glm-5.1,completeness,5
question_34,bare-llm_gemma4-26b,glm-5.1,specificity,4
question_34,bare-llm_gemma4-26b,glm-5.1,helpfulness,5
question_15,bare-llm_gemma4-26b,glm-5.1,relevance,5
question_15,bare-llm_gemma4-26b,glm-5.1,completeness,5
question_15,bare-llm_gemma4-26b,glm-5.1,specificity,4
question_15,bare-llm_gemma4-26b,glm-5.1,helpfulness,5
question_44,bare-llm_gemma4-26b,glm-5.1,relevance,3
question_44,bare-llm_gemma4-26b,glm-5.1,completeness,3
question_44,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_44,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_51,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_51,bare-llm_gemma4-26b,glm-5.1,completeness,1
question_51,bare-llm_gemma4-26b,glm-5.1,specificity,1
question_51,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_16,bare-llm_gemma4-26b,glm-5.1,relevance,4
question_16,bare-llm_gemma4-26b,glm-5.1,completeness,4
question_16,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_16,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_17,bare-llm_gemma4-26b,glm-5.1,relevance,4
question_17,bare-llm_gemma4-26b,glm-5.1,completeness,3
question_17,bare-llm_gemma4-26b,glm-5.1,specificity,3
question_17,bare-llm_gemma4-26b,glm-5.1,helpfulness,3
question_52,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_52,bare-llm_gemma4-26b,glm-5.1,completeness,1
question_52,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_52,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_53,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_53,bare-llm_gemma4-26b,glm-5.1,completeness,2
question_53,bare-llm_gemma4-26b,glm-5.1,specificity,1
question_53,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_35,bare-llm_gemma4-26b,glm-5.1,relevance,5
question_35,bare-llm_gemma4-26b,glm-5.1,completeness,5
question_35,bare-llm_gemma4-26b,glm-5.1,specificity,5
question_35,bare-llm_gemma4-26b,glm-5.1,helpfulness,5
question_36,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_36,bare-llm_gemma4-26b,glm-5.1,completeness,2
question_36,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_36,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_3,bare-llm_gemma4-26b,glm-5.1,relevance,4
question_3,bare-llm_gemma4-26b,glm-5.1,completeness,4
question_3,bare-llm_gemma4-26b,glm-5.1,specificity,3
question_3,bare-llm_gemma4-26b,glm-5.1,helpfulness,3
question_45,bare-llm_gemma4-26b,glm-5.1,relevance,3
question_45,bare-llm_gemma4-26b,glm-5.1,completeness,4
question_45,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_45,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_37,bare-llm_gemma4-26b,glm-5.1,relevance,1
question_37,bare-llm_gemma4-26b,glm-5.1,completeness,1
question_37,bare-llm_gemma4-26b,glm-5.1,specificity,1
question_37,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_18,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_18,bare-llm_gemma4-26b,glm-5.1,completeness,1
question_18,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_18,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_19,bare-llm_gemma4-26b,glm-5.1,relevance,5
question_19,bare-llm_gemma4-26b,glm-5.1,completeness,4
question_19,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_19,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_20,bare-llm_gemma4-26b,glm-5.1,relevance,5
question_20,bare-llm_gemma4-26b,glm-5.1,completeness,5
question_20,bare-llm_gemma4-26b,glm-5.1,specificity,5
question_20,bare-llm_gemma4-26b,glm-5.1,helpfulness,5
question_38,bare-llm_gemma4-26b,glm-5.1,relevance,3
question_38,bare-llm_gemma4-26b,glm-5.1,completeness,3
question_38,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_38,bare-llm_gemma4-26b,glm-5.1,helpfulness,2
question_21,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_21,bare-llm_gemma4-26b,glm-5.1,completeness,2
question_21,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_21,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_22,bare-llm_gemma4-26b,glm-5.1,relevance,2
question_22,bare-llm_gemma4-26b,glm-5.1,completeness,1
question_22,bare-llm_gemma4-26b,glm-5.1,specificity,2
question_22,bare-llm_gemma4-26b,glm-5.1,helpfulness,1
question_46,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_46,compops-no-tools_gemma4-26b,glm-5.1,completeness,3
question_46,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_46,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_46,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_1,compops-no-tools_gemma4-26b,glm-5.1,relevance,4
question_1,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_1,compops-no-tools_gemma4-26b,glm-5.1,specificity,3
question_1,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,3
question_1,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_23,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_23,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_23,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_23,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_23,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_39,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_39,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_39,compops-no-tools_gemma4-26b,glm-5.1,specificity,5
question_39,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,5
question_39,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_24,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_24,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_24,compops-no-tools_gemma4-26b,glm-5.1,specificity,3
question_24,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,3
question_24,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_25,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_25,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_25,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_25,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_25,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_26,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_26,compops-no-tools_gemma4-26b,glm-5.1,completeness,5
question_26,compops-no-tools_gemma4-26b,glm-5.1,specificity,3
question_26,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_26,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_47,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_47,compops-no-tools_gemma4-26b,glm-5.1,completeness,3
question_47,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_47,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,3
question_47,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,5
question_40,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_40,compops-no-tools_gemma4-26b,glm-5.1,completeness,5
question_40,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_40,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_40,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_27,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_27,compops-no-tools_gemma4-26b,glm-5.1,completeness,5
question_27,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_27,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_27,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_48,compops-no-tools_gemma4-26b,glm-5.1,relevance,4
question_48,compops-no-tools_gemma4-26b,glm-5.1,completeness,2
question_48,compops-no-tools_gemma4-26b,glm-5.1,specificity,3
question_48,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,3
question_48,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_41,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_41,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_41,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_41,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_41,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,5
question_42,compops-no-tools_gemma4-26b,glm-5.1,relevance,4
question_42,compops-no-tools_gemma4-26b,glm-5.1,completeness,3
question_42,compops-no-tools_gemma4-26b,glm-5.1,specificity,3
question_42,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,3
question_42,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_4,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_4,compops-no-tools_gemma4-26b,glm-5.1,completeness,5
question_4,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_4,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,5
question_4,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_6,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_6,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_6,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_6,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,3
question_6,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_7,compops-no-tools_gemma4-26b,glm-5.1,relevance,4
question_7,compops-no-tools_gemma4-26b,glm-5.1,completeness,3
question_7,compops-no-tools_gemma4-26b,glm-5.1,specificity,2
question_7,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,2
question_7,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,2
question_5,compops-no-tools_gemma4-26b,glm-5.1,relevance,4
question_5,compops-no-tools_gemma4-26b,glm-5.1,completeness,3
question_5,compops-no-tools_gemma4-26b,glm-5.1,specificity,1
question_5,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,1
question_5,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,1
question_8,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_8,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_8,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_8,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_8,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_9,compops-no-tools_gemma4-26b,glm-5.1,relevance,3
question_9,compops-no-tools_gemma4-26b,glm-5.1,completeness,2
question_9,compops-no-tools_gemma4-26b,glm-5.1,specificity,2
question_9,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,2
question_9,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_28,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_28,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_28,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_28,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_28,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,5
question_10,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_10,compops-no-tools_gemma4-26b,glm-5.1,completeness,5
question_10,compops-no-tools_gemma4-26b,glm-5.1,specificity,5
question_10,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,5
question_10,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,5
question_49,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_49,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_49,compops-no-tools_gemma4-26b,glm-5.1,specificity,5
question_49,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_49,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,5
question_50,compops-no-tools_gemma4-26b,glm-5.1,relevance,3
question_50,compops-no-tools_gemma4-26b,glm-5.1,completeness,2
question_50,compops-no-tools_gemma4-26b,glm-5.1,specificity,3
question_50,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,2
question_50,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_11,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_11,compops-no-tools_gemma4-26b,glm-5.1,completeness,5
question_11,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_11,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_11,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_29,compops-no-tools_gemma4-26b,glm-5.1,relevance,3
question_29,compops-no-tools_gemma4-26b,glm-5.1,completeness,2
question_29,compops-no-tools_gemma4-26b,glm-5.1,specificity,3
question_29,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,2
question_29,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_30,compops-no-tools_gemma4-26b,glm-5.1,relevance,3
question_30,compops-no-tools_gemma4-26b,glm-5.1,completeness,2
question_30,compops-no-tools_gemma4-26b,glm-5.1,specificity,3
question_30,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,2
question_30,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_31,compops-no-tools_gemma4-26b,glm-5.1,relevance,4
question_31,compops-no-tools_gemma4-26b,glm-5.1,completeness,3
question_31,compops-no-tools_gemma4-26b,glm-5.1,specificity,2
question_31,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,3
question_31,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,2
question_12,compops-no-tools_gemma4-26b,glm-5.1,relevance,3
question_12,compops-no-tools_gemma4-26b,glm-5.1,completeness,2
question_12,compops-no-tools_gemma4-26b,glm-5.1,specificity,2
question_12,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,2
question_12,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,2
question_32,compops-no-tools_gemma4-26b,glm-5.1,relevance,3
question_32,compops-no-tools_gemma4-26b,glm-5.1,completeness,3
question_32,compops-no-tools_gemma4-26b,glm-5.1,specificity,3
question_32,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,3
question_32,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_13,compops-no-tools_gemma4-26b,glm-5.1,relevance,4
question_13,compops-no-tools_gemma4-26b,glm-5.1,completeness,2
question_13,compops-no-tools_gemma4-26b,glm-5.1,specificity,2
question_13,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,2
question_43,compops-no-tools_gemma4-26b,glm-5.1,relevance,3
question_43,compops-no-tools_gemma4-26b,glm-5.1,completeness,2
question_43,compops-no-tools_gemma4-26b,glm-5.1,specificity,2
question_43,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,3
question_43,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,2
question_14,compops-no-tools_gemma4-26b,glm-5.1,relevance,4
question_14,compops-no-tools_gemma4-26b,glm-5.1,completeness,3
question_14,compops-no-tools_gemma4-26b,glm-5.1,specificity,2
question_14,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,2
question_14,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,2
question_33,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_33,compops-no-tools_gemma4-26b,glm-5.1,completeness,5
question_33,compops-no-tools_gemma4-26b,glm-5.1,specificity,5
question_33,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,5
question_33,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,5
question_2,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_2,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_2,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_2,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,5
question_2,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_34,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_34,compops-no-tools_gemma4-26b,glm-5.1,completeness,5
question_34,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_34,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_34,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_15,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_15,compops-no-tools_gemma4-26b,glm-5.1,completeness,5
question_15,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_15,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,5
question_15,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_44,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_44,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_44,compops-no-tools_gemma4-26b,glm-5.1,specificity,3
question_44,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,3
question_44,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_51,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_51,compops-no-tools_gemma4-26b,glm-5.1,completeness,3
question_51,compops-no-tools_gemma4-26b,glm-5.1,specificity,3
question_51,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,2
question_51,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_16,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_16,compops-no-tools_gemma4-26b,glm-5.1,completeness,5
question_16,compops-no-tools_gemma4-26b,glm-5.1,specificity,5
question_16,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,5
question_16,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,5
question_17,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_17,compops-no-tools_gemma4-26b,glm-5.1,completeness,3
question_17,compops-no-tools_gemma4-26b,glm-5.1,specificity,4
question_17,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_17,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_52,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_52,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_52,compops-no-tools_gemma4-26b,glm-5.1,specificity,3
question_52,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_52,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,3
question_53,compops-no-tools_gemma4-26b,glm-5.1,completeness,4
question_53,compops-no-tools_gemma4-26b,glm-5.1,specificity,5
question_53,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,4
question_53,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
question_35,compops-no-tools_gemma4-26b,glm-5.1,relevance,5
question_35,compops-no-tools_gemma4-26b,glm-5.1,completeness,5
question_35,compops-no-tools_gemma4-26b,glm-5.1,specificity,5
question_35,compops-no-tools_gemma4-26b,glm-5.1,helpfulness,5
question_35,compops-no-tools_gemma4-26b,glm-5.1,source_faithfulness,4
