question_id,config,judge,dim,score
question_36,gpt-5.5/live,glm-5.1,completeness,5
question_36,gpt-5.5/live,glm-5.1,specificity,5
question_36,gpt-5.5/live,glm-5.1,helpfulness,5
question_36,gpt-5.5/live,glm-5.1,source_faithfulness,5
question_37,gpt-5.5/live,glm-5.1,relevance,5
question_37,gpt-5.5/live,glm-5.1,completeness,5
question_37,gpt-5.5/live,glm-5.1,specificity,5
question_37,gpt-5.5/live,glm-5.1,helpfulness,5
question_37,gpt-5.5/live,glm-5.1,source_faithfulness,5
question_38,gpt-5.5/live,glm-5.1,relevance,5
question_38,gpt-5.5/live,glm-5.1,completeness,3
question_38,gpt-5.5/live,glm-5.1,specificity,4
question_38,gpt-5.5/live,glm-5.1,helpfulness,3
question_38,gpt-5.5/live,glm-5.1,source_faithfulness,4
question_39,gpt-5.5/live,glm-5.1,relevance,5
question_39,gpt-5.5/live,glm-5.1,completeness,5
question_39,gpt-5.5/live,glm-5.1,specificity,5
question_39,gpt-5.5/live,glm-5.1,helpfulness,5
question_39,gpt-5.5/live,glm-5.1,source_faithfulness,4
question_40,gpt-5.5/live,glm-5.1,relevance,5
question_40,gpt-5.5/live,glm-5.1,completeness,5
question_40,gpt-5.5/live,glm-5.1,specificity,5
question_40,gpt-5.5/live,glm-5.1,helpfulness,5
question_40,gpt-5.5/live,glm-5.1,source_faithfulness,5
question_41,gpt-5.5/live,glm-5.1,relevance,5
question_41,gpt-5.5/live,glm-5.1,completeness,5
question_41,gpt-5.5/live,glm-5.1,specificity,5
question_41,gpt-5.5/live,glm-5.1,helpfulness,5
question_41,gpt-5.5/live,glm-5.1,source_faithfulness,4
question_42,gpt-5.5/live,glm-5.1,relevance,5
question_42,gpt-5.5/live,glm-5.1,completeness,5
question_42,gpt-5.5/live,glm-5.1,specificity,4
question_42,gpt-5.5/live,glm-5.1,helpfulness,5
question_42,gpt-5.5/live,glm-5.1,source_faithfulness,3
question_43,gpt-5.5/live,glm-5.1,relevance,5
question_43,gpt-5.5/live,glm-5.1,completeness,5
question_43,gpt-5.5/live,glm-5.1,specificity,4
question_43,gpt-5.5/live,glm-5.1,helpfulness,5
question_43,gpt-5.5/live,glm-5.1,source_faithfulness,4
question_44,gpt-5.5/live,glm-5.1,relevance,5
question_44,gpt-5.5/live,glm-5.1,completeness,5
question_44,gpt-5.5/live,glm-5.1,specificity,4
question_44,gpt-5.5/live,glm-5.1,helpfulness,5
question_44,gpt-5.5/live,glm-5.1,source_faithfulness,4
question_45,gpt-5.5/live,glm-5.1,relevance,5
question_45,gpt-5.5/live,glm-5.1,completeness,5
question_45,gpt-5.5/live,glm-5.1,specificity,5
question_45,gpt-5.5/live,glm-5.1,helpfulness,5
question_45,gpt-5.5/live,glm-5.1,source_faithfulness,5
question_46,gpt-5.5/live,glm-5.1,relevance,5
question_46,gpt-5.5/live,glm-5.1,completeness,5
question_46,gpt-5.5/live,glm-5.1,specificity,5
question_46,gpt-5.5/live,glm-5.1,helpfulness,5
question_46,gpt-5.5/live,glm-5.1,source_faithfulness,4
question_47,gpt-5.5/live,glm-5.1,relevance,5
question_47,gpt-5.5/live,glm-5.1,completeness,5
question_47,gpt-5.5/live,glm-5.1,specificity,5
question_47,gpt-5.5/live,glm-5.1,helpfulness,5
question_47,gpt-5.5/live,glm-5.1,source_faithfulness,5
question_48,gpt-5.5/live,glm-5.1,relevance,5
question_48,gpt-5.5/live,glm-5.1,completeness,4
question_48,gpt-5.5/live,glm-5.1,specificity,4
question_48,gpt-5.5/live,glm-5.1,helpfulness,4
question_48,gpt-5.5/live,glm-5.1,source_faithfulness,4
question_49,gpt-5.5/live,glm-5.1,relevance,5
question_49,gpt-5.5/live,glm-5.1,completeness,5
question_49,gpt-5.5/live,glm-5.1,specificity,5
question_49,gpt-5.5/live,glm-5.1,helpfulness,5
question_49,gpt-5.5/live,glm-5.1,source_faithfulness,4
question_50,gpt-5.5/live,glm-5.1,relevance,5
question_50,gpt-5.5/live,glm-5.1,completeness,4
question_50,gpt-5.5/live,glm-5.1,specificity,3
question_50,gpt-5.5/live,glm-5.1,helpfulness,4
question_50,gpt-5.5/live,glm-5.1,source_faithfulness,3
question_51,gpt-5.5/live,glm-5.1,relevance,5
question_51,gpt-5.5/live,glm-5.1,completeness,5
question_51,gpt-5.5/live,glm-5.1,specificity,5
question_51,gpt-5.5/live,glm-5.1,helpfulness,5
question_51,gpt-5.5/live,glm-5.1,source_faithfulness,5
question_52,gpt-5.5/live,glm-5.1,relevance,5
question_52,gpt-5.5/live,glm-5.1,completeness,5
question_52,gpt-5.5/live,glm-5.1,specificity,4
question_52,gpt-5.5/live,glm-5.1,helpfulness,5
question_52,gpt-5.5/live,glm-5.1,source_faithfulness,3
question_53,gpt-5.5/live,glm-5.1,relevance,5
question_53,gpt-5.5/live,glm-5.1,completeness,4
question_53,gpt-5.5/live,glm-5.1,specificity,4
question_53,gpt-5.5/live,glm-5.1,helpfulness,5
question_53,gpt-5.5/live,glm-5.1,source_faithfulness,4
question_1,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_1,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_1,gpt-5.5/live,gemini-3.1-pro-preview,specificity,2
question_1,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,1
question_1,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,1
question_2,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_2,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_2,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_2,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_2,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_3,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_3,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_3,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_3,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_3,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_4,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_4,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_4,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_4,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_4,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_5,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_5,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_5,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_5,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_5,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_6,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_6,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_6,gpt-5.5/live,gemini-3.1-pro-preview,specificity,2
question_6,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,2
question_6,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,1
question_7,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_7,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_7,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_7,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_7,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_8,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_8,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_8,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_8,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,4
question_8,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,3
question_9,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_9,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_9,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_9,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_9,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_10,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_10,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_10,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_10,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_10,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_11,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_11,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_11,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_11,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_11,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_12,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_12,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_12,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_12,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_12,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_13,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_13,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_13,gpt-5.5/live,gemini-3.1-pro-preview,specificity,4
question_13,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,4
question_13,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,3
question_14,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_14,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_14,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_14,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_14,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_15,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_15,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_15,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_15,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_15,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_16,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_16,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_16,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_16,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_16,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_17,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_17,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_17,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_17,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_17,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_18,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_18,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_18,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_18,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_18,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_19,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_19,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_19,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_19,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_19,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_20,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_20,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_20,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_20,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_20,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_21,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_21,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_21,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_21,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_21,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_22,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_22,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_22,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_22,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_22,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_23,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_23,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_23,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_23,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_23,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_24,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_24,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_24,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_24,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_24,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_25,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_25,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_25,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_25,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_25,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_26,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_26,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_26,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_26,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_26,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_27,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_27,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_27,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_27,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_27,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_28,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_28,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_28,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_28,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_28,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_29,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_29,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_29,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_29,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_29,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_30,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_30,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_30,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_30,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_30,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_31,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_31,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_31,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_31,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_31,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_32,gpt-5.5/live,gemini-3.1-pro-preview,relevance,4
question_32,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_32,gpt-5.5/live,gemini-3.1-pro-preview,specificity,4
question_32,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_32,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,3
question_33,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_33,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_33,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_33,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_33,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_34,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_34,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_34,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_34,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_34,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_35,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_35,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_35,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_35,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_35,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_36,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_36,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_36,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_36,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
question_36,gpt-5.5/live,gemini-3.1-pro-preview,source_faithfulness,5
question_37,gpt-5.5/live,gemini-3.1-pro-preview,relevance,5
question_37,gpt-5.5/live,gemini-3.1-pro-preview,completeness,5
question_37,gpt-5.5/live,gemini-3.1-pro-preview,specificity,5
question_37,gpt-5.5/live,gemini-3.1-pro-preview,helpfulness,5
